id,active_period,informed_entity,cause,effect,header_text,description_text
383819,"['start: 1638237600 end: 1638257400 ', 'start: 1638324000 end: 1638343800 ', 'start: 1638410400 end: 1638430200 ', 'start: 1638496800 end: 1638516600 ', 'start: 1638583200 end: 1638603000 ', 'start: 1638842400 end: 1638862200 ', 'start: 1638928800 end: 1638948600 ', 'start: 1639015200 end: 1639035000 ', 'start: 1639101600 end: 1639121400 ', 'start: 1639188000 end: 1639207800 ', 'start: 1639447200 end: 1639467000 ', 'start: 1639533600 end: 1639553400 ', 'start: 1639620000 end: 1639639800 ', 'start: 1639706400 end: 1639726200 ', 'start: 1639792800 end: 1639812600 ', 'start: 1640052000 end: 1640071800 ', 'start: 1640138400 end: 1640158200 ', 'start: 1640224800 end: 1640244600 ', 'start: 1640311200 end: 1640331000 ', 'start: 1640397600 end: 1640417400 ', 'start: 1640656800 end: 1640676600 ', 'start: 1640743200 end: 1640763000 ', 'start: 1640829600 end: 1640849400 ', 'start: 1640916000 end: 1640935800 ', 'start: 1641002400 end: 1641022200 ', 'start: 1641261600 end: 1641281400 ', 'start: 1641348000 end: 1641367800 ', 'start: 1641434400 end: 1641454200 ', 'start: 1641520800 end: 1641540600 ', 'start: 1641607200 end: 1641627000 ', 'start: 1641866400 end: 1641886200 ', 'start: 1641952800 end: 1641972600 ', 'start: 1642039200 end: 1642059000 ', 'start: 1642125600 end: 1642145400 ', 'start: 1642212000 end: 1642231800 ', 'start: 1642471200 end: 1642491000 ', 'start: 1642557600 end: 1642577400 ', 'start: 1642644000 end: 1642663800 ', 'start: 1642730400 end: 1642750200 ', 'start: 1642816800 end: 1642836600 ', 'start: 1643076000 end: 1643095800 ', 'start: 1643162400 end: 1643182200 ', 'start: 1643248800 end: 1643268600 ', 'start: 1643335200 end: 1643355000 ', 'start: 1643421600 end: 1643441400 ', 'start: 1643680800 end: 1643700600 ', 'start: 1643767200 end: 1643787000 ', 'start: 1643853600 end: 1643873400 ', 'start: 1643940000 end: 1643959800 ', 'start: 1644026400 end: 1644046200 ', 'start: 1644285600 end: 1644305400 ', 'start: 1644372000 end: 1644391800 ', 'start: 1644458400 end: 1644478200 ', 'start: 1644544800 end: 1644564600 ', 'start: 1644631200 end: 1644651000 ', 'start: 1644890400 end: 1644910200 ', 'start: 1644976800 end: 1644996600 ', 'start: 1645063200 end: 1645083000 ', 'start: 1645149600 end: 1645169400 ', 'start: 1645236000 end: 1645255800 ', 'start: 1645495200 end: 1645515000 ', 'start: 1645581600 end: 1645601400 ', 'start: 1645668000 end: 1645687800 ', 'start: 1645754400 end: 1645774200 ', 'start: 1645840800 end: 1645860600 ', 'start: 1646100000 end: 1646119800 ', 'start: 1646186400 end: 1646206200 ', 'start: 1646272800 end: 1646292600 ', 'start: 1646359200 end: 1646379000 ', 'start: 1646445600 end: 1646465400 ', 'start: 1646704800 end: 1646724600 ', 'start: 1646791200 end: 1646811000 ', 'start: 1646877600 end: 1646897400 ', 'start: 1646964000 end: 1646983800 ', 'start: 1647050400 end: 1647070200 ', 'start: 1647306000 end: 1647325800 ', 'start: 1647392400 end: 1647412200 ', 'start: 1647478800 end: 1647498600 ', 'start: 1647565200 end: 1647585000 ', 'start: 1647651600 end: 1647671400 ', 'start: 1647910800 end: 1647930600 ', 'start: 1647997200 end: 1648017000 ', 'start: 1648083600 end: 1648103400 ', 'start: 1648170000 end: 1648189800 ', 'start: 1648256400 end: 1648276200 ', 'start: 1648515600 end: 1648535400 ', 'start: 1648602000 end: 1648621800 ', 'start: 1648688400 end: 1648708200 ', 'start: 1648774800 end: 1648794600 ', 'start: 1648861200 end: 1648881000 ', 'start: 1649120400 end: 1649140200 ', 'start: 1649206800 end: 1649226600 ', 'start: 1649293200 end: 1649313000 ', 'start: 1649379600 end: 1649399400 ', 'start: 1649466000 end: 1649485800 ', 'start: 1649725200 end: 1649745000 ', 'start: 1649811600 end: 1649831400 ', 'start: 1649898000 end: 1649917800 ', 'start: 1649984400 end: 1650004200 ', 'start: 1650070800 end: 1650090600 ', 'start: 1650330000 end: 1650349800 ', 'start: 1650416400 end: 1650436200 ', 'start: 1650502800 end: 1650522600 ', 'start: 1650589200 end: 1650609000 ', 'start: 1650675600 end: 1650695400 ', 'start: 1650934800 end: 1650954600 ', 'start: 1651021200 end: 1651041000 ', 'start: 1651107600 end: 1651127400 ', 'start: 1651194000 end: 1651213800 ', 'start: 1651280400 end: 1651300200 ', 'start: 1651539600 end: 1651559400 ', 'start: 1651626000 end: 1651645800 ', 'start: 1651712400 end: 1651732200 ', 'start: 1651798800 end: 1651818600 ', 'start: 1651885200 end: 1651905000 ', 'start: 1652144400 end: 1652164200 ', 'start: 1652230800 end: 1652250600 ', 'start: 1652317200 end: 1652337000 ', 'start: 1652403600 end: 1652423400 ', 'start: 1652490000 end: 1652509800 ', 'start: 1652749200 end: 1652769000 ', 'start: 1652835600 end: 1652855400 ', 'start: 1652922000 end: 1652941800 ', 'start: 1653008400 end: 1653028200 ', 'start: 1653094800 end: 1653114600 ', 'start: 1653354000 end: 1653373800 ', 'start: 1653440400 end: 1653460200 ', 'start: 1653526800 end: 1653546600 ', 'start: 1653613200 end: 1653633000 ', 'start: 1653699600 end: 1653719400 ', 'start: 1653958800 end: 1653978600 ', 'start: 1654045200 end: 1654065000 ', 'start: 1654131600 end: 1654151400 ', 'start: 1654218000 end: 1654237800 ', 'start: 1654304400 end: 1654324200 ', 'start: 1654563600 end: 1654583400 ', 'start: 1654650000 end: 1654669800 ', 'start: 1654736400 end: 1654756200 ', 'start: 1654822800 end: 1654842600 ', 'start: 1654909200 end: 1654929000 ', 'start: 1655168400 end: 1655188200 ', 'start: 1655254800 end: 1655274600 ', 'start: 1655341200 end: 1655361000 ', 'start: 1655427600 end: 1655447400 ', 'start: 1655514000 end: 1655533800 ', 'start: 1655773200 end: 1655793000 ', 'start: 1655859600 end: 1655879400 ', 'start: 1655946000 end: 1655965800 ', 'start: 1656032400 end: 1656052200 ', 'start: 1656118800 end: 1656138600 ', 'start: 1656378000 end: 1656397800 ', 'start: 1656464400 end: 1656484200 ', 'start: 1656550800 end: 1656570600 ', 'start: 1656637200 end: 1656657000 ', 'start: 1656723600 end: 1656743400 ', 'start: 1656982800 end: 1657002600 ', 'start: 1657069200 end: 1657089000 ', 'start: 1657155600 end: 1657175400 ', 'start: 1657242000 end: 1657261800 ', 'start: 1657328400 end: 1657348200 ', 'start: 1657587600 end: 1657607400 ', 'start: 1657674000 end: 1657693800 ', 'start: 1657760400 end: 1657780200 ', 'start: 1657846800 end: 1657866600 ', 'start: 1657933200 end: 1657953000 ', 'start: 1658192400 end: 1658212200 ', 'start: 1658278800 end: 1658298600 ', 'start: 1658365200 end: 1658385000 ', 'start: 1658451600 end: 1658471400 ', 'start: 1658538000 end: 1658557800 ', 'start: 1658797200 end: 1658817000 ', 'start: 1658883600 end: 1658903400 ', 'start: 1658970000 end: 1658989800 ', 'start: 1659056400 end: 1659076200 ', 'start: 1659142800 end: 1659162600 ', 'start: 1659402000 end: 1659421800 ', 'start: 1659488400 end: 1659508200 ', 'start: 1659574800 end: 1659594600 ', 'start: 1659661200 end: 1659681000 ', 'start: 1659747600 end: 1659767400 ', 'start: 1660006800 end: 1660026600 ', 'start: 1660093200 end: 1660113000 ', 'start: 1660179600 end: 1660199400 ', 'start: 1660266000 end: 1660285800 ', 'start: 1660352400 end: 1660372200 ', 'start: 1660611600 end: 1660631400 ', 'start: 1660698000 end: 1660717800 ', 'start: 1660784400 end: 1660804200 ', 'start: 1660870800 end: 1660890600 ', 'start: 1660957200 end: 1660977000 ', 'start: 1661216400 end: 1661236200 ', 'start: 1661302800 end: 1661322600 ', 'start: 1661389200 end: 1661409000 ', 'start: 1661475600 end: 1661495400 ', 'start: 1661562000 end: 1661581800 ', 'start: 1661821200 end: 1661841000 ', 'start: 1661907600 end: 1661927400 ', 'start: 1661994000 end: 1662013800 ', 'start: 1662080400 end: 1662100200 ', 'start: 1662166800 end: 1662186600 ', 'start: 1662426000 end: 1662445800 ', 'start: 1662512400 end: 1662532200 ', 'start: 1662598800 end: 1662618600 ', 'start: 1662685200 end: 1662705000 ', 'start: 1662771600 end: 1662791400 ', 'start: 1663030800 end: 1663050600 ', 'start: 1663117200 end: 1663137000 ', 'start: 1663203600 end: 1663223400 ', 'start: 1663290000 end: 1663309800 ', 'start: 1663376400 end: 1663396200 ', 'start: 1663635600 end: 1663655400 ', 'start: 1663722000 end: 1663741800 ', 'start: 1663808400 end: 1663828200 ', 'start: 1663894800 end: 1663914600 ', 'start: 1663981200 end: 1664001000 ', 'start: 1664240400 end: 1664260200 ', 'start: 1664326800 end: 1664346600 ', 'start: 1664413200 end: 1664433000 ', 'start: 1664499600 end: 1664519400 ', 'start: 1664586000 end: 1664605800 ', 'start: 1664845200 end: 1664865000 ', 'start: 1664931600 end: 1664951400 ', 'start: 1665018000 end: 1665037800 ', 'start: 1665104400 end: 1665124200 ', 'start: 1665190800 end: 1665210600 ', 'start: 1665450000 end: 1665469800 ', 'start: 1665536400 end: 1665556200 ', 'start: 1665622800 end: 1665642600 ', 'start: 1665709200 end: 1665729000 ', 'start: 1665795600 end: 1665815400 ', 'start: 1666054800 end: 1666074600 ', 'start: 1666141200 end: 1666161000 ', 'start: 1666227600 end: 1666247400 ', 'start: 1666314000 end: 1666333800 ', 'start: 1666400400 end: 1666420200 ', 'start: 1666659600 end: 1666679400 ', 'start: 1666746000 end: 1666765800 ', 'start: 1666832400 end: 1666852200 ', 'start: 1666918800 end: 1666938600 ', 'start: 1667005200 end: 1667025000 ', 'start: 1667264400 end: 1667284200 ', 'start: 1667350800 end: 1667370600 ', 'start: 1667437200 end: 1667457000 ', 'start: 1667523600 end: 1667543400 ', 'start: 1667610000 end: 1667629800 ', 'start: 1667872800 end: 1667892600 ', 'start: 1667959200 end: 1667979000 ', 'start: 1668045600 end: 1668065400 ', 'start: 1668132000 end: 1668151800 ', 'start: 1668218400 end: 1668238200 ', 'start: 1668477600 end: 1668497400 ', 'start: 1668564000 end: 1668583800 ', 'start: 1668650400 end: 1668670200 ', 'start: 1668736800 end: 1668756600 ', 'start: 1668823200 end: 1668843000 ', 'start: 1669082400 end: 1669102200 ', 'start: 1669168800 end: 1669188600 ', 'start: 1669255200 end: 1669275000 ', 'start: 1669341600 end: 1669361400 ', 'start: 1669428000 end: 1669447800 ', 'start: 1669687200 end: 1669707000 ']","[{'agency_id': '1', 'route_id': '23', 'stop_id': ''}, {'agency_id': '1', 'route_id': '28', 'stop_id': ''}, {'agency_id': '1', 'route_id': '44', 'stop_id': ''}]",UNKNOWN_CAUSE,UNKNOWN_EFFECT,"Route 23, 28, & 44 temporary stop move. Effective 3/1 until further notice, from 9 PM thru the end of service, Monday thru Friday, Route 28 outbound service at Nubian will board at a temporary stop on Warren St (in front of Rent-A-Center).",
383895,['start: 1614591000 '],"[{'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2265'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2265-01'}, {'agency_id': '', 'route_id': '', 'stop_id': 'NEC-2265-03'}]",UNKNOWN_CAUSE,OTHER_EFFECT,Ruggles Elevator 849 (Commuter Rail platform to upper lobby) will remain unavailable through November 2021 due to maintenance.,"Please see station personnel or a train conductor for assistance. To exit, exit the train at Back Bay, then take a Forest Hills-bound train to Ruggles and use Ruggles Elevator 850. To board, use Ruggles Elevator 850 to access the Orange Line platform, then take a Oak Grove-bound train to Back Bay and transfer to the Commuter Rail. Check the Commuter Rail train schedules for train arrival/departure times at Back Bay by visiting mbta.com/schedules."
384238,['start: 1615710600 '],"[{'agency_id': '1', 'route_id': '79', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,Effective March 14: Route 79 will be suspended. Use Route 77 or the Red Line as alternatives.,
384239,['start: 1615710600 '],"[{'agency_id': '1', 'route_id': '212', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,Effective March 14: Route 212 will be suspended. Route 217 service operates via Billings Rd.,
384240,['start: 1615710600 '],"[{'agency_id': '1', 'route_id': '221', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,Effective March 14: Route 221 will be suspended. Use Routes 220 or 222 as alternatives.,
384242,['start: 1615710600 '],"[{'agency_id': '1', 'route_id': '465', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,Effective March 14: Route 465 will be suspended. Seek alternate service with MBTA.com/trip-planner,
384243,['start: 1615710600 '],"[{'agency_id': '1', 'route_id': '710', 'stop_id': ''}]",UNKNOWN_CAUSE,DETOUR,"Effective March 14: Route 710 will be suspended. Use Routes 99, 100, 101 or 134 as alternatives.",
384780,['start: 1615563601 '],"[{'agency_id': '1', 'route_id': 'CR-Providence', 'stop_id': 'NEC-1851'}, {'agency_id': '1', 'route_id': 'CR-Providence', 'stop_id': 'NEC-1969'}]",UNKNOWN_CAUSE,UNKNOWN_EFFECT,Commuter Rail service at South Attleboro is temporarily suspended due to significant deterioration of the pedestrian overpass. Service will resume & the pedestrian overpass will reopen when the station Accessibility Improvement Project is fully completed.,Local GATRA and RIPTA bus service at the station will not be impacted. Riders may also consider Attleboro Station as a temporary alternative.
385180,['start: 1617006600 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '70162'}, {'agency_id': '', 'route_id': '', 'stop_id': '70163'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-woodl-east'}, {'agency_id': '', 'route_id': '', 'stop_id': 'door-woodl-main'}]",CONSTRUCTION,OTHER_EFFECT,"The Woodland Garage's top level will be unavailable for parking from Mon, Mar 29 through the Summer to allow for the installation of solar canopies.",
385340,['start: 1616437549 '],"[{'agency_id': '1', 'route_id': 'Blue', 'stop_id': '70053'}, {'agency_id': '1', 'route_id': 'Blue', 'stop_id': '70054'}]",MAINTENANCE,UNKNOWN_EFFECT,Suffolk Downs pedestrian bridge is closed until further notice due to structural issues. Customers can connect to the other platform by exiting at Orient Heights or Beachmont and taking a train back to Suffolk Downs.,"Affected routes:
Blue Line"
386614,['start: 1618257741 '],"[{'agency_id': '1', 'route_id': 'Green-D', 'stop_id': ''}]",CONSTRUCTION,UNKNOWN_EFFECT,Brookline Hills Station is closed through winter 2021 to allow for work on the Brookline High School expansion project. Riders should use nearby Brookline Village station as an alternative.,An accessible van will run between Brookline Hills and Brookline Village. Brookline Hills passengers can access the shuttles at 46 Tappan St.
387124,['start: 1618943649 '],"[{'agency_id': '1', 'route_id': 'Red', 'stop_id': '70103'}, {'agency_id': '1', 'route_id': 'Red', 'stop_id': '70104'}, {'agency_id': '1', 'route_id': 'Red', 'stop_id': '70105'}]",CONSTRUCTION,UNKNOWN_EFFECT,The Braintree Parking Garage has re-opened with 350 parking spots available.  Additional spaces will be added as construction finishes up. The surface lot on Ivory St will remain open as an alternate parking option.,"Riders can continue to use PayByPhone or pay-by-plate with the same parking fees as other MBTA surface lots.

Affected routes:
Red Line"
388839,['start: 1620828718 '],"[{'agency_id': '1', 'route_id': '70', 'stop_id': '1438'}]",CONSTRUCTION,NO_SERVICE,The stop at 500 Arsenal St - Watertown + Arsenal Mall is closed until further notice due to construction. Customers can use the stop at Arsenal St opp Elm St.,"Affected routes:
70"
390223,['start: 1621976881 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '74612'}]",MAINTENANCE,OTHER_EFFECT,Courthouse Escalator 415 (Airport/Design Center platform to lobby) unavailable due to maintenance,
390224,['start: 1621976920 '],"[{'agency_id': '', 'route_id': '', 'stop_id': '74612'}]",MAINTENANCE,OTHER_EFFECT,Courthouse Escalator 417 (Airport/Design Center platform to south lobby) unavailable due to maintenance,
391587,"['start: 1638586800 end: 1638603000 ', 'start: 1638673200 end: 1638689400 ', 'start: 1638759600 end: 1638775800 ', 'start: 1639191600 end: 1639207800 ', 'start: 1639278000 end: 1639294200 ', 'start: 1639364400 end: 1639380600 ', 'start: 1639796400 end: 1639812600 ', 'start: 1639882800 end: 1639899000 ', 'start: 1639969200 end: 1639985400 ', 'start: 1640401200 end: 1640417400 ', 'start: 1640487600 end: 1640503800 ', 'start: 1640574000 end: 1640590200 ', 'start: 1641006000 end: 1641022200 ', 'start: 1641092400 end: 1641108600 ', 'start: 1641178800 end: 1641195000 ', 'start: 1641610800 end: 1641627000 ', 'start: 1641697200 end: 1641713400 ', 'start: 1641783600 end: 1641799800 ', 'start: 1642215600 end: 1642231800 ', 'start: 1642302000 end: 1642318200 ', 'start: 1642388400 end: 1642404600 ', 'start: 1642820400 end: 1642836600 ', 'start: 1642906800 end: 1642923000 ', 'start: 1642993200 end: 1643009400 ', 'start: 1643425200 end: 1643441400 ', 'start: 1643511600 end: 1643527800 ', 'start: 1643598000 end: 1643614200 ', 'start: 1644030000 end: 1644046200 ', 'start: 1644116400 end: 1644132600 ', 'start: 1644202800 end: 1644219000 ', 'start: 1644634800 end: 1644651000 ', 'start: 1644721200 end: 1644737400 ', 'start: 1644807600 end: 1644823800 ', 'start: 1645239600 end: 1645255800 ', 'start: 1645326000 end: 1645342200 ', 'start: 1645412400 end: 1645428600 ', 'start: 1645844400 end: 1645860600 ', 'start: 1645930800 end: 1645947000 ', 'start: 1646017200 end: 1646033400 ', 'start: 1646449200 end: 1646465400 ', 'start: 1646535600 end: 1646551800 ', 'start: 1646622000 end: 1646638200 ', 'start: 1647054000 end: 1647070200 ', 'start: 1647140400 end: 1647156600 ', 'start: 1647223200 end: 1647239400 ', 'start: 1647655200 end: 1647671400 ', 'start: 1647741600 end: 1647757800 ', 'start: 1647828000 end: 1647844200 ', 'start: 1648260000 end: 1648276200 ', 'start: 1648346400 end: 1648362600 ', 'start: 1648432800 end: 1648449000 ', 'start: 1648864800 end: 1648881000 ', 'start: 1648951200 end: 1648967400 ', 'start: 1649037600 end: 1649053800 ', 'start: 1649469600 end: 1649485800 ', 'start: 1649556000 end: 1649572200 ', 'start: 1649642400 end: 1649658600 ', 'start: 1650074400 end: 1650090600 ', 'start: 1650160800 end: 1650177000 ', 'start: 1650247200 end: 1650263400 ', 'start: 1650679200 end: 1650695400 ', 'start: 1650765600 end: 1650781800 ', 'start: 1650852000 end: 1650868200 ', 'start: 1651284000 end: 1651300200 ', 'start: 1651370400 end: 1651386600 ', 'start: 1651456800 end: 1651473000 ', 'start: 1651888800 end: 1651905000 ', 'start: 1651975200 end: 1651991400 ', 'start: 1652061600 end: 1652077800 ', 'start: 1652493600 end: 1652509800 ', 'start: 1652580000 end: 1652596200 ', 'start: 1652666400 end: 1652682600 ', 'start: 1653098400 end: 1653114600 ', 'start: 1653184800 end: 1653201000 ', 'start: 1653271200 end: 1653287400 ', 'start: 1653703200 end: 1653719400 ', 'start: 1653789600 end: 1653805800 ', 'start: 1653876000 end: 1653892200 ', 'start: 1654308000 end: 1654324200 ', 'start: 1654394400 end: 1654410600 ', 'start: 1654480800 end: 1654497000 ', 'start: 1654912800 end: 1654929000 ', 'start: 1654999200 end: 1655015400 ', 'start: 1655085600 end: 1655101800 ', 'start: 1655517600 end: 1655533800 ', 'start: 1655604000 end: 1655620200 ', 'start: 1655690400 end: 1655706600 ', 'start: 1656122400 end: 1656138600 ', 'start: 1656208800 end: 1656225000 ', 'start: 1656295200 end: 1656311400 ', 'start: 1656727200 end: 1656743400 ', 'start: 1656813600 end: 1656829800 ', 'start: 1656900000 end: 1656916200 ', 'start: 1657332000 end: 1657348200 ', 'start: 1657418400 end: 1657434600 ', 'start: 1657504800 end: 1657521000 ', 'start: 1657936800 end: 1657953000 ', 'start: 1658023200 end: 1658039400 ', 'start: 1658109600 end: 1658125800 ', 'start: 1658541600 end: 1658557800 ', 'start: 1658628000 end: 1658644200 ', 'start: 1658714400 end: 1658730600 ', 'start: 1659146400 end: 1659162600 ', 'start: 1659232800 end: 1659249000 ', 'start: 1659319200 end: 1659335400 ', 'start: 1659751200 end: 1659767400 ', 'start: 1659837600 end: 1659853800 ', 'start: 1659924000 end: 1659940200 ', 'start: 1660356000 end: 1660372200 ', 'start: 1660442400 end: 1660458600 ', 'start: 1660528800 end: 1660545000 ', 'start: 1660960800 end: 1660977000 ', 'start: 1661047200 end: 1661063400 ', 'start: 1661133600 end: 1661149800 ', 'start: 1661565600 end: 1661581800 ', 'start: 1661652000 end: 1661668200 ', 'start: 1661738400 end: 1661754600 ', 'start: 1662170400 end: 1662186600 ', 'start: 1662256800 end: 1662273000 ', 'start: 1662343200 end: 1662359400 ', 'start: 1662775200 end: 1662791400 ', 'start: 1662861600 end: 1662877800 ', 'start: 1662948000 end: 1662964200 ', 'start: 1663380000 end: 1663396200 ', 'start: 1663466400 end: 1663482600 ', 'start: 1663552800 end: 1663569000 ', 'start: 1663984800 end: 1664001000 ', 'start: 1664071200 end: 1664087400 ', 'start: 1664157600 end: 1664173800 ', 'start: 1664589600 end: 1664605800 ', 'start: 1664676000 end: 1664692200 ', 'start: 1664762400 end: 1664778600 ', 'start: 1665194400 end: 1665210600 ', 'start: 1665280800 end: 1665297000 ', 'start: 1665367200 end: 1665383400 ', 'start: 1665799200 end: 1665815400 ', 'start: 1665885600 end: 1665901800 ', 'start: 1665972000 end: 1665988200 ', 'start: 1666404000 end: 1666420200 ', 'start: 1666490400 end: 1666506600 ', 'start: 1666576800 end: 1666593000 ', 'start: 1667008800 end: 1667025000 ', 'start: 1667095200 end: 1667111400 ', 'start: 1667181600 end: 1667197800 ', 'start: 1667613600 end: 1667629800 ', 'start: 1667700000 end: 1667719800 ', 'start: 1667790000 end: 1667806200 ', 'start: 1668222000 end: 1668238200 ', 'start: 1668308400 end: 1668324600 ', 'start: 1668394800 end: 1668411000 ', 'start: 1668826800 end: 1668843000 ', 'start: 1668913200 end: 1668929400 ', 'start: 1668999600 end: 1669015800 ', 'start: 1669431600 end: 1669447800 ', 'start: 1669518000 end: 1669534200 ', 'start: 1669604400 end: 1669620600 ']","[{'agency_id': '1', 'route_id': '22', 'stop_id': '372'}, {'agency_id': '1', 'route_id': '22', 'stop_id': '373'}, {'agency_id': '1', 'route_id': '22', 'stop_id': '374'}, {'agency_id': '1', 'route_id': '22', 'stop_id': '375'}, {'agency_id': '1', 'route_id': '22', 'stop_id': '376'}, {'agency_id': '1', 'route_id': '22', 'stop_id': '378'}, {'agency_id': '1', 'route_id': '22', 'stop_id': '420'}, {'agency_id': '1', 'route_id': '22', 'stop_id': '421'}, {'agency_id': '1', 'route_id': '22', 'stop_id': '422'}, {'agency_id': '1', 'route_id': '22', 'stop_id': '423'}, {'agency_id': '1', 'route_id': '22', 'stop_id': '424'}, {'agency_id': '1', 'route_id': '22', 'stop_id': '425'}]",UNKNOWN_CAUSE,DETOUR,Route 22 detoured from 10PM to end of service due to road closure. Nearest connections: Talbot @ Centre St (IB) or Talbot @ Lithgow St (OB),"Affected stops:
Talbot Ave opp Nightingale St (outbound)
Talbot Ave opp Kerwin St (outbound)
Talbot Ave @ Bernard St (outbound)
Talbot Ave @ Talbot Station (outbound)
Talbot Ave @ Colonial Ave (outbound)
Talbot Ave @ Norfolk St (outbound)
Talbot Ave @ Southern Ave (inbound)
Talbot Ave @ Spencer St (inbound)
Talbot Ave @ Talbot Station (inbound)
Talbot Ave @ Bernard St (inbound)
Talbot Ave @ Kerwin St (inbound)
Talbot Ave @ Nightingale St (inbound)"
391877,['start: 1624869000 '],"[{'agency_id': '1', 'route_id': '111', 'stop_id': '8309'}, {'agency_id': '1', 'route_id': '116117', 'stop_id': '8309'}, {'agency_id': '1', 'route_id': '117', 'stop_id': '8309'}, {'agency_id': '1', 'route_id': '426', 'stop_id': '117'}, {'agency_id': '1', 'route_id': '426', 'stop_id': '8309'}, {'agency_id': '1', 'route_id': '8993', 'stop_id': '117'}, {'agency_id': '1', 'route_id': '8993', 'stop_id': '8309'}, {'agency_id': '1', 'route_id': '92', 'stop_id': '117'}, {'agency_id': '1', 'route_id': '92', 'stop_id': '8309'}, {'agency_id': '1', 'route_id': '93', 'stop_id': '117'}, {'agency_id': '1', 'route_id': '93', 'stop_id': '8309'}]",CONSTRUCTION,STOP_MOVED,"The Haymarket Busway is closed for due to construction. Routes 92, 93, 426 and 450 will board/alight on Congress St. Routes 111 and 117 will board/alight on Surface Road.","Affected routes:
92
93
111
117
426
450"
394228,['start: 1624955400 '],"[{'agency_id': '1', 'route_id': '18', 'stop_id': ''}]",CONSTRUCTION,DETOUR,Effective June 29: Route 18 detoured around the Dorchester Ave Bridge until further notice. The Dorchester Ave railroad bridge requires structural repairs.,"No service on Dorchester Ave between Andrew and Columbia Rd. Customers should make connections on Boston St:

Outbound connections: Boston St @ Ellery St or Boston St @ Washburn St. 
Inbound connections: Boston St @ Mayhew St or Boston St @ Dorset St

Affected stops: 
Dorchester Ave @ Kemp St (inbound) 
Dorchester Ave opp Kemp St (outbound) 
Dorchester Ave opp Howell St (inbound) 
Dorchester Ave @ Howell St (outbound) 
Dorchester Ave @ Locust St (inbound) 
Dorchester Ave @ Dorset St (outbound) 
Dorchester Ave @ Mt Vernon St (outbound) 
Dorchester Ave @ Columbia Rd (outbound) 
Dorchester Ave @ Columbia Rd (inbound)"
394831,"['start: 1638643800 end: 1638651780 ', 'start: 1639248600 end: 1639256580 ', 'start: 1639853400 end: 1639861380 ', 'start: 1640458200 end: 1640466180 ', 'start: 1641063000 end: 1641070980 ', 'start: 1641667800 end: 1641675780 ', 'start: 1642272600 end: 1642280580 ', 'start: 1642877400 end: 1642885380 ', 'start: 1643482200 end: 1643490180 ', 'start: 1644087000 end: 1644094980 ', 'start: 1644691800 end: 1644699780 ', 'start: 1645296600 end: 1645304580 ', 'start: 1645901400 end: 1645909380 ', 'start: 1646506200 end: 1646514180 ', 'start: 1647111000 end: 1647118980 ', 'start: 1647712200 end: 1647720180 ', 'start: 1648317000 end: 1648324980 ', 'start: 1648921800 end: 1648929780 ', 'start: 1649526600 end: 1649534580 ', 'start: 1650131400 end: 1650139380 ', 'start: 1650736200 end: 1650744180 ', 'start: 1651341000 end: 1651348980 ', 'start: 1651945800 end: 1651953780 ', 'start: 1652550600 end: 1652558580 ', 'start: 1653155400 end: 1653163380 ', 'start: 1653760200 end: 1653768180 ', 'start: 1654365000 end: 1654372980 ', 'start: 1654969800 end: 1654977780 ', 'start: 1655574600 end: 1655582580 ', 'start: 1656179400 end: 1656187380 ', 'start: 1656784200 end: 1656792180 ', 'start: 1657389000 end: 1657396980 ', 'start: 1657993800 end: 1658001780 ', 'start: 1658598600 end: 1658606580 ', 'start: 1659203400 end: 1659211380 ', 'start: 1659808200 end: 1659816180 ', 'start: 1660413000 end: 1660420980 ', 'start: 1661017800 end: 1661025780 ', 'start: 1661622600 end: 1661630580 ', 'start: 1662227400 end: 1662235380 ', 'start: 1662832200 end: 1662840180 ', 'start: 1663437000 end: 1663444980 ', 'start: 1664041800 end: 1664049780 ', 'start: 1664646600 end: 1664654580 ', 'start: 1665251400 end: 1665259380 ', 'start: 1665856200 end: 1665864180 ', 'start: 1666461000 end: 1666468980 ', 'start: 1667065800 end: 1667073780 ', 'start: 1667670600 end: 1667678580 ', 'start: 1668279000 end: 1668286980 ', 'start: 1668883800 end: 1668891780 ', 'start: 1669488600 end: 1669496580 ']","[{'agency_id': '1', 'route_id': 'CR-Providence', 'stop_id': 'NEC-2203'}]",UNKNOWN_CAUSE,OTHER_EFFECT,"On Saturdays, please board Providence Line Train 1808 (1:50 pm from Providence) on the outbound platform at Hyde Park.","Affected direction: Inbound

Affected stops:
Hyde Park"
