id,trip.trip_id,trip.route_id,trip.direction_id,trip.start_time,trip.start_date,trip.schedule_relationship,vehicle.id,vehicle.label,vehicle.license_plate,position.latitude,position.longitude,position.bearing,position.odometer,position.speed,current_stop_sequence,stop_id,current_status,timestamp,congestion_level,occupancy_status
y2095,49299748,80,0,13:10:00,20211129,SCHEDULED,y2095,2095,,42.41503143310547,-71.15081024169922,90.0,0.0,0.0,1,2362,IN_TRANSIT_TO,1638211297,UNKNOWN_CONGESTION_LEVEL,EMPTY
G-10092,49283809,Mattapan,1,13:45:00,20211129,SCHEDULED,G-10092,3263,,42.26726150512695,-71.09306335449219,135.0,0.0,2.5999999046325684,0,,IN_TRANSIT_TO,1638211169,UNKNOWN_CONGESTION_LEVEL,
y1808,49181852,11,1,13:20:00,20211129,SCHEDULED,y1808,1808,,42.339317321777344,-71.05705261230469,360.0,0.0,0.0,26,30294,IN_TRANSIT_TO,1638211322,UNKNOWN_CONGESTION_LEVEL,EMPTY
1718,CR-502312-054,CR-Kingston,1,13:37:00,20211129,SCHEDULED,1718,1718,,42.001678466796875,-70.74900817871094,284.0,0.0,29.5,10,PB-0281,IN_TRANSIT_TO,1638211294,UNKNOWN_CONGESTION_LEVEL,
y1937,49300118,69,0,13:55:00,20211129,SCHEDULED,y1937,1937,,42.38252258300781,-71.07854461669922,0.0,0.0,0.0,1,14150,IN_TRANSIT_TO,1638211313,UNKNOWN_CONGESTION_LEVEL,EMPTY
y0813,49378402,222,1,,,SCHEDULED,y0813,0813,,42.25448989868164,-71.00578308105469,333.0,0.0,0.0,0,,IN_TRANSIT_TO,1638211322,UNKNOWN_CONGESTION_LEVEL,EMPTY
R-546D7790,48911723,Red,1,12:46:00,20211129,SCHEDULED,R-546D7790,1871,,42.39638137817383,-71.13860321044922,260.0,0.0,0.0,220,70061,INCOMING_AT,1638211312,UNKNOWN_CONGESTION_LEVEL,
y1613,49323691,30,1,,20211129,SCHEDULED,y1613,1613,,42.29949188232422,-71.11470031738281,45.0,0.0,0.0,1,10642,IN_TRANSIT_TO,1638211291,UNKNOWN_CONGESTION_LEVEL,
y0530,49465858,106,0,13:15:00,20211129,SCHEDULED,y0530,0530,,42.42937088012695,-71.06123352050781,35.0,0.0,0.0,22,5459,IN_TRANSIT_TO,1638211327,UNKNOWN_CONGESTION_LEVEL,EMPTY
y1893,49182175,1,0,13:24:00,20211129,SCHEDULED,y1893,1893,,42.339420318603516,-71.08042907714844,327.0,0.0,0.0,9,87,IN_TRANSIT_TO,1638211327,UNKNOWN_CONGESTION_LEVEL,MANY_SEATS_AVAILABLE
y1719,49323223,35,1,,20211129,SCHEDULED,y1719,1719,,42.3035888671875,-71.1098403930664,45.0,0.0,0.0,0,,IN_TRANSIT_TO,1638211286,UNKNOWN_CONGESTION_LEVEL,EMPTY
