id,trip.trip_id,trip.route_id,trip.direction_id,trip.start_time,trip.start_date,trip.schedule_relationship,vehicle.id,vehicle.label,vehicle.license_plate,position.latitude,position.longitude,position.bearing,position.odometer,position.speed,current_stop_sequence,stop_id,current_status,timestamp,congestion_level,occupancy_status
1638211327_29710,9415659__MCOB-DO:121:0:Weekday:2:21SEP:67008:12345,701,1,,20211129,SCHEDULED,29710,,,47.921749114990234,-122.2280502319336,0.0,0.0,0.0,12,2807,IN_TRANSIT_TO,1638211264,UNKNOWN_CONGESTION_LEVEL,
1638211327_29709,9415660__MCOB-DO:121:0:Weekday:2:21SEP:67001:12345,701,1,,20211129,SCHEDULED,29709,,,47.85621643066406,-122.28919982910156,0.0,0.0,0.0,6,2777,IN_TRANSIT_TO,1638211259,UNKNOWN_CONGESTION_LEVEL,
1638211327_18714,9415661__MCOB-DO:121:0:Weekday:2:21SEP:67004:12345,701,1,,20211129,SCHEDULED,18714,,,47.77433395385742,-122.3416519165039,0.0,0.0,0.0,1,2742,STOPPED_AT,1638211258,UNKNOWN_CONGESTION_LEVEL,
1638211327_18716,9415693__MCOB-DO:121:0:Weekday:2:21SEP:67013:12345,701,1,,20211129,SCHEDULED,18716,,,47.817901611328125,-122.3177490234375,0.0,0.0,0.0,4,2761,STOPPED_AT,1638211267,UNKNOWN_CONGESTION_LEVEL,
1638211327_18710,9415694__MCOB-DO:121:0:Weekday:2:21SEP:67009:12345,701,1,,20211129,SCHEDULED,18710,,,47.774200439453125,-122.34528350830078,0.0,0.0,0.0,2,2747,IN_TRANSIT_TO,1638211270,UNKNOWN_CONGESTION_LEVEL,
1638211327_29702,9415695__MCOB-DO:121:0:Weekday:2:21SEP:67003:12345,701,1,,20211129,SCHEDULED,29702,,,47.774349212646484,-122.34113311767578,0.0,0.0,0.0,1,2742,STOPPED_AT,1638211248,UNKNOWN_CONGESTION_LEVEL,
1638211327_18709,9415700__MCOB-DO:121:0:Weekday:2:21SEP:67012:12345,701,1,,20211129,SCHEDULED,18709,,,47.94240188598633,-122.21728515625,0.0,0.0,0.0,13,2815,IN_TRANSIT_TO,1638211247,UNKNOWN_CONGESTION_LEVEL,
1638211327_18713,9415750__MCOB-DO:121:0:Weekday:2:21SEP:67002:12345,701,0,,20211129,SCHEDULED,18713,,,47.944984436035156,-122.2166519165039,0.0,0.0,0.0,5,2810,IN_TRANSIT_TO,1638211270,UNKNOWN_CONGESTION_LEVEL,
1638211327_18715,9415753__MCOB-DO:121:0:Weekday:2:21SEP:67014:12345,701,0,,20211129,SCHEDULED,18715,,,47.89378356933594,-122.25446319580078,0.0,0.0,0.0,9,2782,IN_TRANSIT_TO,1638211264,UNKNOWN_CONGESTION_LEVEL,
1638211327_29704,9415754__MCOB-DO:121:0:Weekday:2:21SEP:67011:12345,701,0,,20211129,SCHEDULED,29704,,,47.795684814453125,-122.334716796875,0.0,0.0,0.0,16,2748,IN_TRANSIT_TO,1638211260,UNKNOWN_CONGESTION_LEVEL,
1638211327_29705,9415755__MCOB-DO:121:0:Weekday:2:21SEP:67007:12345,701,0,,20211129,SCHEDULED,29705,,,47.87165069580078,-122.27510070800781,0.0,0.0,0.0,11,2778,IN_TRANSIT_TO,1638211259,UNKNOWN_CONGESTION_LEVEL,
1638211327_18711,9415756__MCOB-DO:121:0:Weekday:2:21SEP:67006:12345,701,0,,20211129,SCHEDULED,18711,,,47.973533630371094,-122.19706726074219,0.0,0.0,0.0,1,2838,STOPPED_AT,1638211263,UNKNOWN_CONGESTION_LEVEL,
